RollNo,RollCode,EncryptedQRPayload
26010001,11019,"YJHVyZ1eJ42CbPetPCRHshwu4b3NTcP8FJnewFTOxB/7ABlIigy7aqe5D+IoJdAsktTBlr0vaBZ1pgemGr4bvkKfm+xdJZ62p5oZWNG6eknFwK+dR+47C9pMhdpg9F4lBq3UXaYLzFurLCuLpxiqeSv19rddfX2V5cUW4q3DgOEAfcL325g9az3tRi6hFuhO1gakU+FjTI+5g9/KBjsXXdWUIDlyOVgIw2EIk+SqRpx9Es+IcZplGDsqsKYOBYWE8rWUJ1qQUOhTRZTRArUt+8SM8FHgstv4V09JJta4VifAppxURI1PDqrbNMS65PQcN4j3KsGcmlKmAyNovKIzNfhNdRwmrdyJte6WeOKlFWKynBx2DGiChnd+XOnhBOzrPahKRBRnFRUn91NwpbzuCF2Px21vpuvL2ykUHroOetL1HCeBvzZvr7TNmRM1fWL2HTlYsQJU9lZL4JiVND7f1Zf06L3DX/NrCxqfpz4d88/ZrrMSOpMVN808diOekd8V2j1YiXHLoQRPthQI/CRVS/4uNSOtFUnCzxiWbQrdh00LGH+weqQib68pTzi6TztsPDsrYqOx4HUuC6fk33sCEij4rypqtfQ3bUEd9cDhzxEDyGGr7Z4LRygs3Bm0I5uj"
26010001,11024,"Es2EU5dr2fvhpJxONnN8u93979muok3ymWdbLaEH/zqf/76GPd8d6jl654qrj08ZJDZwHNn9bTMLNOjb3xh27HHhDppPx8Fzv+Rxo1AlK5y2A6X5Mm46L8GSg+T1pmb03j2RwAJaPEFKovOE1bL4e3HClboY87wOaVHhGpnyuvxGASoKvbBQIiAU++gGB9MFXB21eguEcwdA+NU1I+91Qt+CvNTrw5BCuhSXOW4uEc0tQid0dogOKVW2VqlxA2AKeLch6k24rSTi7hhZfZJHNdv4X0omQ18wCocvFoRkDvoJXltJN9kSTGtYTXSDTbLdc02+q0k9RCbSjq8j2AcViasiPTZgq/+q5ttzWX11mjFPaE7GXV6UtoeA1/Pzo7e4G+8fzsuU/WQkXHuFU0mW8svVNCQwpiR7sEDCy3hxRBhNwGJ3CIA1B2S1FjwMQQpG2ZBrm+hVtZwOnly6BiBRcBgCk2JQRKdSdueT5C5SUjy1rar3S7h2weJlzLBQ7KAZbBIhT8wQ6vVl1+4Hkc/XOuC7V7wA7tVaiwjO62dzbZ5E5NhNtVjb61YRjqo95gwmFTcApcut6uUClUxg3AXooDyrq5nnPIcV835oJt3bYOI="
26010001,11025,"Gy1DdMiHPHmnbAnO55b7G2GcuAmmtdG0W2BzsNC/xt1b7yFqeuZNpHVRFy6D4oWEQpJFxZziCJi1gJVROnQuUSsmGgZd+6XefD+XdualDkqPMrl/RlcWxAGRaIzEup0Uaa/6H06dyGDiMVrjlk4vK+iE4P9Ol83AYPP9Vci7iFArCXJqjrO+NHsE7fnm1kKg21uVYhDrQF0oLt9B/2n2gqwMyFQscy3l//ziRVHdoMGyQ7w3xZKQ+tuJwiK4z6fqvXzS8BEuEwWi2K19R+xSvSe0CjgzbnMKo/bZhhJPQv2pXGeIZ+szJG1NrZU3AFRqKTF9wKFvPT+kypJEnv/yMN3X0EIqtOLO8beFTsIuv3w02RlhBBKPBo8/GtOWas9E7x+QyO3emJjYUIFNN5aFs/HD+VFoLpo2QCvdBf6Wzh9MdyuHs6QDreylu0iryD2dF+PddIMNXiLgsddSlkXu5OTYKcKhpx3z3EQ+wQPKg3Lrbfksd9fXLCJHs+wO0MgmqaWrwL+AaCPobVMC+Si8ldfWgTJa1p6f9pUHp5l51/lnTclfrlwSXtmO1r4lEHCP"
26010001,11026,"kL+fn/FuaosfgpXIlABdwsdr3MueAQlEo987uxHilL7LU3gZx+JWkfXhg56+HPcFXl6m7FHr5j4Lte0gF45R4ofZZJD3zMYx755KdXn1cYQpLYowa4vq5pbbFgSbLDHWMq8LCA5XT0MGljTwpkrQS7LMc62IGAxbkiMPisJZkayaoEr9q0/Lco/9wnA5hmaorhSrum6U6ysTUEKOYbpPTdnVkDbHXLy5tDcaD7Ip46bn932Mt71ALFvQ+aryqfxqDEIdsvhpMj4flD59R1dsVmX4kqB8r6ZQb1JiJYD3BADWI1DdTmjGe/dGGaNrGwMbRDS7ZmQo7gU3fBIkDwrXBD1ycQ5Xsp9SOiZT9T3GiHDF67mHg7M2y66vL7VNmMLHmAVAFtcsqsBjQvJOS/qHLxecLNIj7U9coPwtCOm+idUtptgWvbqXbxnx2F41aDS9ms77o3bxHZWN0g/JeaqiVtPw4O9i6iCyYjb52U3HQkdNxnwEtq3t5rOpfM0OK98V56ACkDBQdrz8yr2CIq/eUm8nWjdXh+3sr0jCXMPnzDHtRko30KPkUbrCz5SlrCwKvkm8Sf87+LDTFHXbB4nVvw=="
26010001,11027,"ZkFpypCVQqMicJdzVw3kBMFjd2oMjTIersakynF/zhjTEEd1hUKuAs03FBDUAWt7rouI8yLI+UMB0hmyIJ6uP+yGNyeT1zVX4GF0WlSV7UUmwkydXrTU5IYYdlZEVcM7eu0z/qyafjiSXb81srY1rz3MIM9RXlRtWG/4cWy6LdMAV00Thd4unRde5unmxzNmvennCvwQysD1s4QH5UcW/l+PVKVbGQWN6dwzfrlvClw9rtQ+sa86sNx7P0i/9XE/fgkewkKeCMmSMsURNSnrESBOeGx+BCaDbgAG3zMSQqZOgkjb05CyYqXV66yCAK8Q9zi7wOkohSMKxoxZtPTYCrHMO8/9JVBT/nz/WgZ6IIkIMzoJTAUt+BScDkv+b7yXT7OFJJ0soWqCUJBAd76ZyRxMyLR186nl1GziFVYb6zvGPPtncj0HPNdFHhVg10iH/JXJjqREaO1RkMggzL3ZBS7VlnPzZtaLQIEhvlqcaYmzXj74x4EGTtRWlMIFwqTi+ojv+i4+V66mUlbrZ7E+x0D7zZT51yupkEgUNUXwkQ1CI+HFrwiMDxC2juBGqymgeEw8IDIARHV9mu5kr3+wog=="
26010001,11028,"e6M33dFMyzGZRGaCr1Nk9eBalEXCI7s+xCIZzIDocHYFpsqoUDMLaVh9LretIFUBTB0mpt331YVXoSfjY5evBooa0QveaAXifMYjlPMpOJWJpnyRFNI++GcD6ByCWvk81zyYqxhXOeUFPNjS29FGRNFnMun018V51O1CzRrKmQAmHW7jJcSG+FyLJhHgVPZEqT3WF3WGQxPsom2CQ0xMQ3BRmS4Lyo7bifchyox+UtwTXTZ7iZU8PMUpFyhYarms3fHYJPeLEP/x30Y14X7LlFLL71bBEqbz2xEqB/cTH3Vv50WmnxQ5SvdlG0tlWAVKWT/m18DnvQpO67sP0SafIu/SkcPXH3cgdLAKQCy2KwHgTLcpFdUzH+ReOyOjTKyaFBhoCfzMXjRZ/8pTMqMnFk001Z5+K9YN1YC9IW6bkMXbsDJRQBzXed2cgsHnOgyfELKPXkPYGV26B6VH8JfKGaPBre8O0vYhO6Eh1kPHdfjpZTl9IhaRQDYoUANg5+D9F03T1cSOD/apdDvxo0rzW2xiBJOilA+F84ywwxIvz8ds+9K2Oz2MvhWO0h8VNc+HKKlVbyenZWstv1nrWrsytuJ3E3lm41bTVnzGk44R3dYXKAK+y/ynVeJlKQiTjzlm"
26010001,11029,"IkPce6o3pG4rn8RXClyV4WVzjLNK8A9yN5p80KHRtJwid5bkKHIgUpS/f/lbUnHbbl94SuRNR1R+Tk/D1LTYoXo6iAooLj9Gw1ThkqPWUQSLXAIphA/3LvRIiD+4FBlF032/g3l2Ok77frbTuosO/R72eVmUJ9gTRlbFvFYu/aHqp5GTfvnTeYeBt+KuChAi972DLZ7TrAx1rSQwMQy0twqEc2Vq14poJ6CilifyEz899EbtlGNO/BdmYU4C8v30kWh9tT6hfKcrktUnuG8RYfk3VbPjm1vCnWfhK9AIOhhcx2Z0nHrGOKzvtWAb9WwiXMWUhNDdiMgW01RB+twAxK1AdFS92S5WyszS5+bDSHtXg7Jj2oX3EZDTo2G4hehzM+vkBIwQ1wScTmZqPBY4NekwIsINN2vH68yOAwnqXmS4uG7f/omJF0yZdE696/J7kYEj3e3KLLHyi9KZ5pZNusrZZMYEl181alQfcnloC6VqHMxOUSZtn7EZ2BlPGKOJhgRogPNG5UFvGvSE14j+J0WE4dmrrofsu5n8K1axgaSKUbG+ignJT/6WAkcTyVr+4wbNVL4bMSeJptY00BPGgw=="
26010001,11030,"1dDANKsh/SjTJxmEX2eMEVohZnoND/7OGE/GLVTpHTxnyHAwQKUqxWGdN4jQOnN1Wkj6sSjX9ryXpPc2oZJm4NmxTrIOhM36MBunpGXdXxThdenO1qu8Rh21Fe9U0e8RqiAFfx3r6FCdgRW+4Zyz+2eHTSsgge8UliRPxCbREIa+7VOiCjC5uBC+3TxtErcIlL6Ac6dQPyDhklKv1r12XaEVWskbqaawoPdi3D798X6XmqnPhj6kVFsq+m3bi6z28ruCGeiIi+Vojl/fNoxe0FPtRlt4o5AEebbP7L6VXGHCszcZseTwvQaDm0GVUcXFSkLTAZMz/k0W/PVpfhxMUnFDWz5AN+NyZso+Trx+7HyYr/4gFPB8LwTq3HnSAMVrx7VrJwRhQt2pw4wkFWj0umTkNo6BtntWksaL69yQcgTnA4hnsTgCvrKzFMUxECRzze5+9hX2YZKahsGKNzqfLnc2Rp8w7ydacCUvwTYgn9WrTPPaG4cMu1ouI2NoZBfWtch0zfSNST64l5NQU6jK23jowoKCkVvqzz8NOdRYBk67b7+K+cbXxkVOo2zFd9bkPUcTc2KAXeojxEucIHxdIwxOVUeCrWpSknjrSPT+Up73HJvkhpKownSt0YJvviW2k5oLRM0MgK/ZNJZsMxRwmQ=="
26010001,11031,"4R1aqSlnoK3QbXNO5EwmsxP8Wh3tVqPelVGMSnJSiQysHwxlpbhKTB0acVHWnGap/0B7RV/OqaNrQvXLQigtn6WH9jJaue6LkLzsMclNCYBXYdApkb1RaSEbdcFHw5bn1fJf2RwKqxHWp06pOnsF5fYY6dcH2XKyUNZ52iGgI6L8qOEzKe2ggWqGYree5f6zgxHGs/hOmdFrOyyGeaL5UNYIczNd+GzpRVjgH2AMc988bZfGMTfQ0ixddcu6BsaiKEkluSIC7koQawBfRZZ5gIRoHsA+n1YisWONOU+ZU9xs5n9ZVnxmOz2rfierq2SiD8MlMtPxjqEbc7BGTMStpfzOWequ6XCXlVc6cz16N1Uydhwez/B37qYS9zKr7nohYwOoSUuCet2rfmuVWIHYGdgdTNdzxpqlOb2RbiTRDKA9DY/inS4hiaR9rHIJLJ8OO6dd2zisEk4LDjp4bUoNIYr1oiLh4xQ15vjJeW36BOa35y8Gp6VL231UdkXhJj1+hhNSa4FddHiqEXUqFw4QhmgNQGmXX+b9TlvqvIDT5Tn8dyunSS5JTwg76Vl4TmvdAyKSEEeF+TdYxkDZfTuF7g=="
26010001,11032,"1w9CneSIqhV5wkXYX8ge39aJIy+VhTNJZJIst0lDVIOotUIKoFJoMd4K1FXYnql4OPWmigPYyUPF1y7+NbXX5PP3e+SVKlJGolTrjVV+cGhYpciYuP0G/M6MmPwH+ITBjy4DA0ThLeS38dTKcGloQPGdFUPsPwtCznaUBvTc03CEf49zVWhsZNrAj69cgWvyJzPLtnxSUbVMAVfHpyGBPX5helOEjpPimJfws15+dO1yAwFWdcE+ktSuhcLBPJ6eswHnKusZf2Ji08cW5zg1xP34NUb8tmnp4AHG5+ERR2+ihhk8BibfAq4SiByZULJUhKgOQtjlcCHqvJlZN6JUEmAKEBDFfKuWFSlNuelmeV04xUhz53OmGSz1C6s7QAv5lnITT2d+LexOzyHjH30B+eEhnurnjeFmum0cfHhXvBPnejiWgtx5WS3Qrf8NItkF1pYhi8tVCTFrCGQRL6WeSQDCwWmqA5UKIxGvOWggKJaGiu5X/n8WRZdrXeS9+BhOgdFpO3zzJp7T4/9VPYJsnx9BQf/kwJpfikPF90Qkuj6upRdwjW74YNQBDYSN7ErmqqOharvLwJx4zsfvIg1skw=="
